id,type,category,variant,path,state,district
DOC0289,5,noisy,noisy,Type_05/noisy/05_noisy_289.pdf,Jharkhand,Garhwa
DOC0290,5,noisy,noisy,Type_05/noisy/05_noisy_290.pdf,Odisha,Jharsuguda
DOC0291,6,clean,clean,Type_06/clean/06_clean_291.pdf,Chhattisgarh,Jashpur
DOC0292,6,clean,clean,Type_06/clean/06_clean_292.pdf,Madhya Pradesh,Gwalior
DOC0293,6,clean,clean,Type_06/clean/06_clean_293.pdf,Maharashtra,Akola
DOC0294,6,clean,clean,Type_06/clean/06_clean_294.pdf,Rajasthan,Alwar
DOC0295,6,clean,clean,Type_06/clean/06_clean_295.pdf,Gujarat,Kachchh
DOC0296,6,clean,clean,Type_06/clean/06_clean_296.pdf,West Bengal,Jalpaiguri
DOC0297,6,clean,clean,Type_06/clean/06_clean_297.pdf,Assam,Goalpara
DOC0298,6,clean,clean,Type_06/clean/06_clean_298.pdf,Arunachal Pradesh,Papum Pare
DOC0299,6,clean,clean,Type_06/clean/06_clean_299.pdf,Manipur,Thoubal
DOC0300,6,clean,clean,Type_06/clean/06_clean_300.pdf,Tripura,North Tripura
DOC0301,6,clean,clean,Type_06/clean/06_clean_301.pdf,Jharkhand,Garhwa
DOC0302,6,clean,clean,Type_06/clean/06_clean_302.pdf,Odisha,Jharsuguda
DOC0303,6,clean,clean,Type_06/clean/06_clean_303.pdf,Chhattisgarh,Jashpur
DOC0304,6,clean,clean,Type_06/clean/06_clean_304.pdf,Madhya Pradesh,Gwalior
DOC0305,6,clean,clean,Type_06/clean/06_clean_305.pdf,Maharashtra,Akola
DOC0306,6,deficient,conditional,Type_06/deficient/06_deficient_306.pdf,Rajasthan,Alwar
DOC0307,6,deficient,conditional,Type_06/deficient/06_deficient_307.pdf,Gujarat,Kachchh
DOC0308,6,deficient,conditional,Type_06/deficient/06_deficient_308.pdf,West Bengal,Jalpaiguri
DOC0309,6,deficient,conditional,Type_06/deficient/06_deficient_309.pdf,Assam,Goalpara
DOC0310,6,deficient,missing_programme,Type_06/deficient/06_deficient_310.pdf,Arunachal Pradesh,Papum Pare
DOC0311,6,deficient,missing_programme,Type_06/deficient/06_deficient_311.pdf,Manipur,Thoubal
DOC0312,6,deficient,missing_programme,Type_06/deficient/06_deficient_312.pdf,Tripura,North Tripura
DOC0313,6,deficient,missing_university,Type_06/deficient/06_deficient_313.pdf,Jharkhand,Garhwa
DOC0314,6,deficient,missing_university,Type_06/deficient/06_deficient_314.pdf,Odisha,Jharsuguda
DOC0315,6,deficient,missing_university,Type_06/deficient/06_deficient_315.pdf,Chhattisgarh,Jashpur
DOC0316,6,noisy,noisy,Type_06/noisy/06_noisy_316.pdf,Madhya Pradesh,Gwalior
DOC0317,6,noisy,noisy,Type_06/noisy/06_noisy_317.pdf,Maharashtra,Akola
DOC0318,6,noisy,noisy,Type_06/noisy/06_noisy_318.pdf,Rajasthan,Alwar
DOC0319,6,noisy,noisy,Type_06/noisy/06_noisy_319.pdf,Gujarat,Kachchh
DOC0320,6,noisy,noisy,Type_06/noisy/06_noisy_320.pdf,West Bengal,Jalpaiguri
DOC0321,7,clean,clean,Type_07/clean/07_clean_321.pdf,Assam,Goalpara
DOC0322,7,clean,clean,Type_07/clean/07_clean_322.pdf,Arunachal Pradesh,Papum Pare
DOC0323,7,clean,clean,Type_07/clean/07_clean_323.pdf,Manipur,Thoubal
DOC0324,7,clean,clean,Type_07/clean/07_clean_324.pdf,Tripura,North Tripura
DOC0325,7,clean,clean,Type_07/clean/07_clean_325.pdf,Jharkhand,Garhwa
DOC0326,7,clean,clean,Type_07/clean/07_clean_326.pdf,Odisha,Jharsuguda
DOC0327,7,clean,clean,Type_07/clean/07_clean_327.pdf,Chhattisgarh,Jashpur
DOC0328,7,clean,clean,Type_07/clean/07_clean_328.pdf,Madhya Pradesh,Gwalior
DOC0329,7,clean,clean,Type_07/clean/07_clean_329.pdf,Maharashtra,Akola
DOC0330,7,clean,clean,Type_07/clean/07_clean_330.pdf,Rajasthan,Alwar
DOC0331,7,clean,clean,Type_07/clean/07_clean_331.pdf,Gujarat,Kachchh
DOC0332,7,clean,clean,Type_07/clean/07_clean_332.pdf,West Bengal,Jalpaiguri
DOC0333,7,clean,clean,Type_07/clean/07_clean_333.pdf,Assam,Goalpara
DOC0334,7,clean,clean,Type_07/clean/07_clean_334.pdf,Arunachal Pradesh,Papum Pare
DOC0335,7,clean,clean,Type_07/clean/07_clean_335.pdf,Manipur,Thoubal
DOC0336,7,deficient,awaited,Type_07/deficient/07_deficient_336.pdf,Tripura,North Tripura
DOC0337,7,deficient,awaited,Type_07/deficient/07_deficient_337.pdf,Jharkhand,Garhwa
DOC0338,7,deficient,awaited,Type_07/deficient/07_deficient_338.pdf,Odisha,Jharsuguda
DOC0339,7,deficient,awaited,Type_07/deficient/07_deficient_339.pdf,Chhattisgarh,Jashpur
DOC0340,7,deficient,awaited,Type_07/deficient/07_deficient_340.pdf,Madhya Pradesh,Gwalior
DOC0341,7,deficient,missing_university,Type_07/deficient/07_deficient_341.pdf,Maharashtra,Akola
DOC0342,7,deficient,missing_university,Type_07/deficient/07_deficient_342.pdf,Rajasthan,Alwar
DOC0343,7,deficient,missing_university,Type_07/deficient/07_deficient_343.pdf,Gujarat,Kachchh
DOC0344,7,deficient,missing_university,Type_07/deficient/07_deficient_344.pdf,West Bengal,Jalpaiguri
DOC0345,7,deficient,missing_university,Type_07/deficient/07_deficient_345.pdf,Assam,Goalpara
DOC0346,7,noisy,noisy,Type_07/noisy/07_noisy_346.pdf,Arunachal Pradesh,Papum Pare
DOC0347,7,noisy,noisy,Type_07/noisy/07_noisy_347.pdf,Manipur,Thoubal
DOC0348,7,noisy,noisy,Type_07/noisy/07_noisy_348.pdf,Tripura,North Tripura
DOC0349,7,noisy,noisy,Type_07/noisy/07_noisy_349.pdf,Jharkhand,Garhwa
DOC0350,7,noisy,noisy,Type_07/noisy/07_noisy_350.pdf,Odisha,Jharsuguda
DOC0351,8,clean,clean,Type_08/clean/08_clean_351.pdf,Chhattisgarh,Jashpur
DOC0352,8,clean,clean,Type_08/clean/08_clean_352.pdf,Madhya Pradesh,Gwalior
DOC0353,8,clean,clean,Type_08/clean/08_clean_353.pdf,Maharashtra,Akola
DOC0354,8,clean,clean,Type_08/clean/08_clean_354.pdf,Rajasthan,Alwar
DOC0355,8,clean,clean,Type_08/clean/08_clean_355.pdf,Gujarat,Kachchh
DOC0356,8,clean,clean,Type_08/clean/08_clean_356.pdf,West Bengal,Jalpaiguri
DOC0357,8,clean,clean,Type_08/clean/08_clean_357.pdf,Assam,Goalpara
DOC0358,8,clean,clean,Type_08/clean/08_clean_358.pdf,Arunachal Pradesh,Papum Pare
DOC0359,8,clean,clean,Type_08/clean/08_clean_359.pdf,Manipur,Thoubal
DOC0360,8,clean,clean,Type_08/clean/08_clean_360.pdf,Tripura,North Tripura
DOC0361,8,deficient,missing_overall,Type_08/deficient/08_deficient_361.pdf,Jharkhand,Garhwa
DOC0362,8,deficient,missing_overall,Type_08/deficient/08_deficient_362.pdf,Odisha,Jharsuguda
DOC0363,8,deficient,old_date,Type_08/deficient/08_deficient_363.pdf,Chhattisgarh,Jashpur
DOC0364,8,deficient,old_date,Type_08/deficient/08_deficient_364.pdf,Madhya Pradesh,Gwalior
DOC0365,8,deficient,old_date,Type_08/deficient/08_deficient_365.pdf,Maharashtra,Akola
DOC0366,8,noisy,noisy,Type_08/noisy/08_noisy_366.pdf,Rajasthan,Alwar
DOC0367,8,noisy,noisy,Type_08/noisy/08_noisy_367.pdf,Gujarat,Kachchh
DOC0368,8,noisy,noisy,Type_08/noisy/08_noisy_368.pdf,West Bengal,Jalpaiguri
